epoch,train_loss,val_dice,val_iou,val_accuracy,val_sensitivity,val_specificity,val_hd95_mean
40,0.650333,0.582468,0.410903,0.871266,0.905103,0.867540,88.987190
41,0.677056,0.647599,0.478851,0.908684,0.845743,0.915616,79.782665
42,0.658299,0.582615,0.411050,0.872852,0.894495,0.870469,87.602551
43,0.660494,0.627183,0.456858,0.896082,0.881071,0.897736,83.678679
44,0.652668,0.616256,0.445355,0.889397,0.895183,0.888760,85.593689
45,0.631697,0.576719,0.405204,0.867279,0.911382,0.862422,91.512459
46,0.635219,0.629721,0.459557,0.897780,0.876151,0.900162,83.068903
47,0.644446,0.649175,0.480577,0.907987,0.858111,0.913480,76.660772
48,0.639924,0.661608,0.494330,0.910572,0.881206,0.913806,82.249163
49,0.629109,0.645255,0.476293,0.906690,0.855397,0.912339,82.972451
50,0.621326,0.592016,0.420470,0.874837,0.915354,0.870375,82.411412
51,0.620445,0.578356,0.406822,0.866058,0.925954,0.859462,94.913423
52,0.636537,0.661833,0.494582,0.909409,0.893569,0.911153,72.832618
53,0.611600,0.614054,0.443057,0.885480,0.918303,0.881865,88.943532
54,0.596259,0.665735,0.498953,0.913802,0.865228,0.919152,76.731500
55,0.608014,0.596145,0.424649,0.875436,0.926714,0.869788,91.375363
56,0.597083,0.623758,0.453233,0.891323,0.908055,0.889480,86.234068
57,0.588749,0.599468,0.428029,0.877280,0.925694,0.871948,85.735821
58,0.600534,0.660123,0.492675,0.908774,0.892992,0.910512,77.930420
59,0.595262,0.688028,0.524423,0.924221,0.842296,0.933243,71.703805
60,0.615138,0.596308,0.424814,0.877014,0.915587,0.872766,93.556253
61,0.600296,0.609734,0.438573,0.882718,0.923495,0.878227,87.825591
62,0.573655,0.588451,0.416883,0.872555,0.918411,0.867504,90.554384
63,0.593687,0.650312,0.481824,0.903903,0.900684,0.904258,79.698264
64,0.561852,0.626004,0.455608,0.890499,0.923742,0.886838,86.576467
65,0.579447,0.607271,0.436030,0.882046,0.919233,0.877951,94.873851
66,0.568090,0.671138,0.505047,0.912894,0.895921,0.914763,71.283372
67,0.559727,0.662544,0.495376,0.908986,0.900598,0.909909,79.834829
68,0.560146,0.615875,0.444956,0.886179,0.919746,0.882482,88.628397
69,0.544890,0.666456,0.499763,0.912107,0.885108,0.915080,78.950324
70,0.545624,0.640107,0.470704,0.899343,0.902296,0.899017,84.823908
71,0.566054,0.667745,0.501214,0.913079,0.880416,0.916676,77.669095
72,0.549962,0.626176,0.455790,0.891472,0.916206,0.888748,84.541728
73,0.542042,0.689941,0.526648,0.923332,0.859814,0.930328,63.544074
74,0.547311,0.671229,0.505151,0.913958,0.885341,0.917110,70.206371
75,0.555349,0.649842,0.481308,0.903667,0.901039,0.903956,76.191497
76,0.539421,0.660260,0.492826,0.907695,0.904099,0.908091,76.760705
77,0.525309,0.634479,0.464643,0.895912,0.910610,0.894293,80.449672
78,0.523984,0.683318,0.518970,0.919454,0.875926,0.924248,68.805111
79,0.528627,0.672105,0.506143,0.913507,0.893522,0.915708,68.845818
80,0.548079,0.652416,0.484137,0.905557,0.893423,0.906894,74.111808
81,0.527627,0.681801,0.517221,0.917698,0.888779,0.920883,73.716260
82,0.532068,0.676380,0.511008,0.916534,0.879208,0.920644,72.464356
83,0.536876,0.672234,0.506289,0.914170,0.887196,0.917141,71.453259
84,0.537763,0.688877,0.525409,0.921367,0.877484,0.926200,67.289210
85,0.535007,0.698685,0.536907,0.925071,0.875663,0.930512,64.872350
86,0.532145,0.675646,0.510170,0.915497,0.887147,0.918619,72.009430
87,0.531541,0.683773,0.519494,0.919292,0.879538,0.923670,67.782869
88,0.528075,0.659006,0.491431,0.908315,0.893024,0.910000,75.712455
89,0.527523,0.681117,0.516434,0.918414,0.878277,0.922834,70.895650
90,0.512391,0.681795,0.517214,0.918513,0.879953,0.922760,72.429112
91,0.523424,0.702728,0.541697,0.927726,0.861070,0.935067,65.970591
92,0.552462,0.670226,0.504015,0.913528,0.885738,0.916588,72.111150
93,0.507212,0.678970,0.513970,0.916965,0.885094,0.920475,70.813973
94,0.519869,0.679505,0.514583,0.917151,0.885283,0.920661,72.598318
95,0.536187,0.673443,0.507663,0.914403,0.889659,0.917129,74.511479
96,0.535364,0.676342,0.510964,0.915704,0.887791,0.918778,71.861038
97,0.504059,0.680276,0.515468,0.917497,0.884715,0.921107,67.598652
98,0.497880,0.685211,0.521157,0.919704,0.880897,0.923978,68.816533
99,0.517135,0.680994,0.516294,0.917938,0.882903,0.921796,68.781206
100,0.509492,0.694771,0.532298,0.923993,0.871951,0.929725,64.833112
